movie,year,rating,genre,imdb,metascore,votes,grosses,n_imdb,runtime_min
Say It Isn't So,2001,R,"['Comedy', ' Romance']",5.0,21,12507,5516708.0,50,95
Babe: Pig in the City,1998,,"['Adventure', ' Comedy', ' Drama']",5.7,68,31201,18319860.0,57,97
Calendar Girls,2003,PG-13,"['Comedy', ' Drama']",6.9,60,22869,31041759.0,69,108
The Hotel New Hampshire,1984,,"['Comedy', ' Drama']",6.0,36,7699,5100000.0,60,109
A Kid in King Arthur's Court,1995,PG,"['Adventure', ' Comedy', ' Family']",4.7,34,5649,13406717.0,47,89
The Wood,1999,R,"['Comedy', ' Drama', ' Romance']",7.0,52,8265,25047631.0,70,106
Candleshoe,1977,,"['Adventure', ' Comedy', ' Drama']",6.8,68,3693,,68,101
Black Sheep,2006,,"['Comedy', ' Horror', ' Sci-Fi']",5.8,62,38740,82987.0,58,87
Permission,2017,,"['Comedy', ' Drama', ' Romance']",5.3,62,3747,,53,96
Playing for Keeps,2012,PG-13,"['Comedy', ' Romance', ' Sport']",5.7,27,28418,13101142.0,57,105
Nutty Professor II: The Klumps,2000,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",4.4,38,47717,123309890.0,44,106
The Single Moms Club,2014,PG-13,"['Comedy', ' Drama']",5.3,31,5787,15986272.0,53,111
Meet Dave,2008,PG,"['Adventure', ' Comedy', ' Family']",5.0,43,37957,11802056.0,50,90
The Adventures of Ford Fairlane,1990,,"['Action', ' Adventure', ' Comedy']",6.5,24,16937,21413502.0,65,104
Death to Smoochy,2002,R,"['Comedy', ' Crime', ' Drama']",6.4,38,38386,8355815.0,64,109
The Other Sister,1999,PG-13,"['Comedy', ' Drama', ' Romance']",6.5,28,11696,27797271.0,65,129
Planes: Fire & Rescue,2014,PG,"['Animation', ' Adventure', ' Comedy']",6.0,48,16302,59165787.0,60,83
Bulworth,1998,R,"['Comedy', ' Drama', ' Romance']",6.8,75,24463,26525834.0,68,108
In the Land of Women,2007,PG-13,"['Comedy', ' Drama', ' Romance']",6.4,47,30743,11043445.0,64,97
"You, Me and Dupree",2006,PG-13,"['Comedy', ' Romance']",5.6,46,77678,75628110.0,56,110
License to Wed,2007,PG-13,"['Comedy', ' Romance']",5.3,25,37598,43799818.0,53,91
Twixt,2011,R,"['Comedy', ' Fantasy', ' Horror']",4.8,40,10290,,48,88
A Life Less Ordinary,1997,R,"['Comedy', ' Crime', ' Fantasy']",6.4,35,34016,4266243.0,64,103
All Nighter,2017,R,"['Comedy', ' Drama']",5.7,37,6165,,57,86
Fantasia 2000,1999,,"['Animation', ' Comedy', ' Family']",7.2,59,34458,60655420.0,72,75
Defendor,2009,R,"['Comedy', ' Crime', ' Drama']",6.8,57,35283,44462.0,68,101
Yellow Submarine,1968,,"['Animation', ' Adventure', ' Comedy']",7.4,79,24165,992305.0,74,90
Burying the Ex,2014,R,"['Comedy', ' Horror', ' Romance']",5.4,37,9785,,54,89
Trash Humpers,2009,,"['Comedy', ' Drama', ' Horror']",5.1,33,4306,,51,78
Chances Are,1989,,"['Comedy', ' Fantasy', ' Romance']",6.5,62,10442,16278590.0,65,108
The Best Man,1999,R,"['Comedy', ' Drama', ' Romance']",6.8,61,9101,34102780.0,68,120
A Shot in the Dark,1964,PG,"['Comedy', ' Mystery']",7.5,70,25379,12368234.0,75,102
John Dies at the End,2012,R,"['Comedy', ' Fantasy', ' Horror']",6.4,53,35813,141307.0,64,99
Hollywood Homicide,2003,PG-13,"['Action', ' Comedy', ' Crime']",5.3,47,35549,30013346.0,53,116
Dunston Checks In,1996,PG,"['Comedy', ' Adventure', ' Family']",5.4,54,11770,9871065.0,54,88
Garfield: A Tale of Two Kitties,2006,PG,"['Animation', ' Adventure', ' Comedy']",5.0,37,38148,28426747.0,50,82
The Purple Rose of Cairo,1985,,"['Comedy', ' Fantasy', ' Romance']",7.7,75,46267,10631333.0,77,82
Digging for Fire,2015,R,"['Comedy', ' Drama']",5.8,69,5583,119364.0,58,85
Moonwalkers,2015,R,"['Action', ' Comedy']",6.1,39,8407,,61,96
Frankie and Johnny,1991,R,"['Comedy', ' Drama', ' Romance']",6.8,66,28441,22773535.0,68,118
Tom Jones,1963,,"['Adventure', ' Comedy', ' History']",6.5,77,11417,37600000.0,65,129
Finding Your Feet,2017,PG-13,"['Comedy', ' Drama', ' Family']",6.7,53,5460,1418682.0,67,111
Vamps,2012,PG-13,"['Comedy', ' Horror', ' Romance']",5.2,57,9303,2964.0,52,92
Prime,2005,PG-13,"['Comedy', ' Drama', ' Romance']",6.2,58,39358,22827153.0,62,105
Guess Who,2005,PG-13,"['Comedy', ' Romance']",5.9,49,39853,68915888.0,59,105
Eagle vs Shark,2007,R,"['Comedy', ' Romance']",6.8,55,22687,221846.0,68,88
Good Dick,2008,R,"['Comedy', ' Drama', ' Romance']",6.4,54,7686,15542.0,64,86
Fucking Åmål,1998,,"['Comedy', ' Drama', ' Romance']",7.5,73,49439,168761.0,75,89
Real Women Have Curves,2002,PG-13,"['Comedy', ' Drama']",6.8,71,6975,5844929.0,68,90
Laws of Attraction,2004,PG-13,"['Comedy', ' Romance']",5.9,38,21902,17848322.0,59,90
Lovely & Amazing,2001,R,"['Comedy', ' Drama', ' Romance']",6.7,75,6837,4186931.0,67,91
Where to Invade Next,2015,R,"['Documentary', ' Comedy']",7.5,64,23228,3820195.0,75,120
"Crna macka, beli macor",1998,R,"['Comedy', ' Crime', ' Romance']",8.1,73,49962,348660.0,81,127
Tumbledown,2015,R,"['Comedy', ' Music', ' Romance']",6.2,60,6498,135026.0,62,105
Un beau soleil intérieur,2017,,"['Comedy', ' Drama', ' Romance']",6.0,79,5675,866714.0,60,94
Suburban Gothic,2014,R,"['Comedy', ' Horror']",5.5,49,3674,,55,90
K-9,1989,,"['Action', ' Comedy', ' Crime']",6.0,44,31056,43247647.0,60,101
The Opposite of Sex,1997,R,"['Comedy', ' Drama', ' Romance']",6.3,70,19814,5881367.0,63,105
Giulietta degli spiriti,1965,,"['Comedy', ' Drama', ' Fantasy']",7.6,83,11688,78550.0,76,137
The Truth About Cats & Dogs,1996,PG-13,"['Comedy', ' Romance']",6.2,64,24744,34073143.0,62,97
A Prairie Home Companion,2006,PG-13,"['Comedy', ' Drama', ' Music']",6.7,75,21717,20342852.0,67,105
The Computer Wore Tennis Shoes,1969,,"['Comedy', ' Family', ' Sci-Fi']",6.0,54,4410,728653.0,60,91
Planet 51,2009,PG,"['Animation', ' Adventure', ' Comedy']",6.0,39,50028,42086887.0,60,91
Cookie's Fortune,1999,PG-13,"['Comedy', ' Drama']",6.8,70,12620,10919177.0,68,118
Men at Work,1990,,"['Action', ' Comedy', ' Crime']",6.0,34,22440,16247964.0,60,98
3 Ninjas: Knuckle Up,1993,PG-13,"['Action', ' Comedy', ' Family']",4.3,39,5281,407618.0,43,85
Early Man,2018,PG,"['Animation', ' Adventure', ' Comedy']",6.1,68,18654,8267544.0,61,89
Let's Go to Prison,2006,R,"['Comedy', ' Crime']",6.0,27,23204,4613815.0,60,84
The Country Bears,2002,,"['Comedy', ' Family', ' Music']",4.1,37,5010,16988996.0,41,88
Larger Than Life,1996,PG,"['Comedy', ' Family']",5.7,43,6729,8289972.0,57,93
First Daughter,2004,PG,"['Comedy', ' Drama', ' Romance']",5.1,31,20744,9055010.0,51,106
Ishtar,1987,,"['Action', ' Adventure', ' Comedy']",4.4,52,10141,14375181.0,44,107
Tomcats,2001,R,['Comedy'],5.4,15,17325,13558739.0,54,95
The Man with Two Brains,1983,,"['Comedy', ' Romance', ' Sci-Fi']",6.4,61,23888,10100000.0,64,93
Attack of the Killer Tomatoes!,1978,,"['Adventure', ' Comedy', ' Horror']",4.7,9,12351,,47,83
Robot & Frank,2012,PG-13,"['Comedy', ' Crime', ' Drama']",7.1,67,61328,3325638.0,71,89
Tôkyô goddofâzâzu,2003,PG-13,"['Animation', ' Adventure', ' Comedy']",7.8,73,30031,128985.0,78,93
Sometimes Always Never,2018,PG-13,"['Comedy', ' Drama', ' Mystery']",6.2,67,1602,,62,91
The Little Death,2014,,"['Comedy', ' Drama', ' Romance']",7.1,46,24797,18238.0,71,96
Life of Crime,2013,R,"['Comedy', ' Crime']",5.8,60,16950,261695.0,58,98
Primary Colors,1998,R,"['Comedy', ' Drama']",6.6,70,27052,38966057.0,66,143
The Big Easy,1986,,"['Comedy', ' Crime', ' Drama']",6.5,77,11417,17685307.0,65,102
Greener Grass,2019,,['Comedy'],6.3,69,2887,,63,95
Why Did I Get Married Too?,2010,PG-13,"['Comedy', ' Drama', ' Romance']",4.7,43,8973,60095852.0,47,121
Snow Dogs,2002,PG,"['Adventure', ' Comedy', ' Family']",5.2,29,24906,81172560.0,52,99
Back to the Beach,1987,,"['Comedy', ' Musical']",5.9,62,2693,13110903.0,59,92
Goin' South,1978,,"['Comedy', ' Crime', ' Romance']",6.2,52,6309,,62,105
Hatchet III,2013,R,"['Action', ' Comedy', ' Horror']",5.7,25,8206,,57,81
Ghoulies,1984,,"['Comedy', ' Fantasy', ' Horror']",4.2,26,7946,35000000.0,42,81
Dirty Girl,2010,R,"['Comedy', ' Drama']",6.4,37,10249,53630.0,64,90
The Long Dumb Road,2018,R,['Comedy'],6.1,64,2376,4667.0,61,90
The Big Hit,1998,R,"['Action', ' Comedy', ' Crime']",6.1,31,28134,27052167.0,61,91
Adam,2019,,['Comedy'],3.5,64,1389,,35,95
Are We There Yet?,2005,PG,"['Adventure', ' Comedy', ' Family']",4.7,27,28927,82674398.0,47,95
Junebug,2005,R,"['Comedy', ' Drama']",6.9,80,21987,2678691.0,69,106
My Man Godfrey,1936,,"['Comedy', ' Drama', ' Romance']",8.0,82,20537,,80,94
Hors de prix,2006,PG-13,"['Comedy', ' Romance']",7.0,72,30432,1499127.0,70,106
Pirates,1986,,"['Adventure', ' Comedy', ' Family']",6.1,32,7780,1641825.0,61,121
Cet obscur objet du désir,1977,,"['Comedy', ' Drama']",7.9,84,20245,55261.0,79,103
The Paper Chase,1973,,"['Comedy', ' Drama']",7.2,65,7011,1851898.0,72,113
Babes in Toyland,1961,,"['Comedy', ' Family', ' Fantasy']",6.3,55,3344,10218316.0,63,106
A Very Brady Sequel,1996,PG-13,['Comedy'],5.7,56,9830,21397954.0,57,90
City Slickers II: The Legend of Curly's Gold,1994,PG-13,['Comedy'],5.6,43,17928,43622150.0,56,116
The Santa Clause 2,2002,,"['Comedy', ' Family', ' Fantasy']",5.6,48,48397,139236327.0,56,104
Dom Hemingway,2013,R,"['Comedy', ' Crime', ' Drama']",6.2,55,25451,518134.0,62,93
Flirting with Disaster,1996,R,['Comedy'],6.7,81,17484,14891000.0,67,92
Exit Through the Gift Shop,2010,R,"['Documentary', ' Comedy', ' Crime']",8.0,85,61631,3291250.0,80,87
Son of Rambow,2007,PG-13,"['Action', ' Adventure', ' Comedy']",7.0,66,30565,1784769.0,70,96
Shaun the Sheep Movie,2015,PG,"['Animation', ' Adventure', ' Comedy']",7.3,81,36369,19375982.0,73,85
Van Wilder 2: The Rise of Taj,2006,R,"['Comedy', ' Romance']",4.9,21,22104,4261350.0,49,97
The Last Five Years,2014,PG-13,"['Comedy', ' Drama', ' Musical']",5.9,60,9329,137945.0,59,94
Did You Hear About the Morgans?,2009,PG-13,"['Comedy', ' Drama', ' Romance']",4.8,27,37277,29580087.0,48,103
Miss You Already,2015,PG-13,"['Comedy', ' Drama', ' Romance']",6.8,59,17107,1162653.0,68,112
Dodookdeul,2012,,"['Action', ' Comedy', ' Crime']",6.8,75,8844,685839.0,68,135
Bad Santa 2,2016,R,"['Comedy', ' Crime', ' Drama']",5.6,38,22160,17782178.0,56,92
Olympic Dreams,2019,PG-13,"['Comedy', ' Romance', ' Sport']",5.7,55,373,,57,85
Blinkende lygter,2000,,"['Action', ' Comedy', ' Crime']",7.7,47,18904,,77,109
The Return of the Pink Panther,1975,,"['Comedy', ' Crime', ' Mystery']",7.1,61,24655,41833347.0,71,113
Human Traffic,1999,R,"['Comedy', ' Music']",7.1,53,22797,104257.0,71,99
Sorority Boys,2002,R,['Comedy'],5.5,25,13642,10198766.0,55,93
Crocodile Dundee in Los Angeles,2001,PG,"['Action', ' Adventure', ' Comedy']",4.8,37,23221,25635682.0,48,92
The Nut Job,2014,PG,"['Animation', ' Adventure', ' Comedy']",5.7,37,26200,64251541.0,57,85
Hundraåringen som klev ut genom fönstret och försvann,2013,R,"['Adventure', ' Comedy']",7.1,58,37706,1083762.0,71,114
Where the Boys Are,1984,,['Comedy'],4.0,10,941,10530000.0,40,94
Henry's Crime,2010,R,"['Comedy', ' Crime', ' Drama']",6.0,49,18826,101882.0,60,108
Heaven Help Us,1985,,"['Comedy', ' Drama', ' Romance']",7.0,64,3908,6070794.0,70,104
Renaissance Man,1994,PG-13,"['Comedy', ' Drama']",6.2,44,16485,24332324.0,62,128
Nurse Betty,2000,R,"['Comedy', ' Crime', ' Drama']",6.1,69,32674,25167270.0,61,110
Edmond,2018,R,"['Comedy', ' Drama', ' History']",7.4,61,1998,,74,110
The Pink Panther Strikes Again,1976,,"['Comedy', ' Crime']",7.2,60,27416,33833201.0,72,103
Brigsby Bear,2017,PG-13,"['Comedy', ' Drama']",7.3,67,15199,532669.0,73,97
Almost Christmas,2016,PG-13,"['Comedy', ' Drama']",6.1,55,5735,41715860.0,61,111
Pinocchio,2002,,"['Comedy', ' Family', ' Fantasy']",4.4,11,7656,3684305.0,44,108
Animals,2019,,"['Comedy', ' Drama']",6.1,65,1397,,61,109
Billy Liar,1963,,"['Comedy', ' Drama', ' Romance']",7.3,82,5761,35609.0,73,98
Brown Sugar,2002,PG-13,"['Romance', ' Comedy', ' Drama']",6.5,58,8335,27362712.0,65,109
Mother,1996,PG-13,"['Comedy', ' Drama']",6.9,76,5613,19119165.0,69,104
Beverly Hills Chihuahua,2008,PG,"['Adventure', ' Comedy', ' Drama']",3.8,41,22487,94514402.0,38,91
Underdog,2007,PG,"['Action', ' Adventure', ' Comedy']",4.7,37,19357,43751706.0,47,84
Dave Made a Maze,2017,,"['Adventure', ' Comedy', ' Fantasy']",6.2,60,5405,34117.0,62,80
God Bless America,2011,R,"['Comedy', ' Crime', ' Drama']",7.2,56,67496,122029.0,72,105
The Whole Ten Yards,2004,PG-13,"['Comedy', ' Crime', ' Thriller']",5.5,24,53523,16323969.0,55,98
Chennai Express,2013,,"['Action', ' Comedy']",6.0,45,47964,5306729.0,60,141
Joheunnom nabbeunnom isanghannom,2008,R,"['Action', ' Adventure', ' Comedy']",7.3,69,32934,128486.0,73,139
All I Wish,2017,,"['Comedy', ' Drama', ' Romance']",5.2,49,1241,,52,94
The Three Caballeros,1944,,"['Animation', ' Comedy', ' Family']",6.4,85,12005,,64,71
The Polka King,2017,,"['Biography', ' Comedy', ' Drama']",5.9,65,8769,,59,95
From Prada to Nada,2011,PG-13,"['Comedy', ' Drama', ' Romance']",5.5,39,14258,3016244.0,55,107
Leatherheads,2008,PG-13,"['Comedy', ' Drama', ' Romance']",6.0,56,30789,31199215.0,60,114
Boys and Girls,2000,PG-13,"['Comedy', ' Drama', ' Romance']",5.4,29,15840,20627372.0,54,94
The Door in the Floor,2004,R,"['Comedy', ' Drama']",6.6,67,15052,3835551.0,66,111
The Return of Swamp Thing,1989,,"['Action', ' Adventure', ' Comedy']",4.7,39,4196,192816.0,47,88
Firewalker,1986,,"['Action', ' Adventure', ' Comedy']",5.2,37,5873,11834302.0,52,105
Cyrano de Bergerac,1990,,"['Comedy', ' Drama', ' History']",7.5,79,22146,15140007.0,75,137
Losin' It,1983,,"['Comedy', ' Drama']",4.9,51,4001,1246141.0,49,100
Police Academy: Mission to Moscow,1994,PG,"['Comedy', ' Crime']",3.6,11,31408,126247.0,36,83
Baby Geniuses,1999,PG,"['Comedy', ' Crime', ' Family']",2.6,6,24807,27141959.0,26,97
Big Trouble,2002,PG-13,"['Comedy', ' Crime', ' Thriller']",6.5,47,19558,7262288.0,65,85
Muppets from Space,1999,,"['Adventure', ' Comedy', ' Family']",6.3,53,17786,16625807.0,63,87
A Little Bit of Heaven,2011,PG-13,"['Comedy', ' Drama', ' Fantasy']",6.3,14,27493,10011.0,63,107
Filth and Wisdom,2008,,"['Comedy', ' Drama', ' Music']",5.6,26,2389,22406.0,56,84
Pillow Talk,1959,,"['Comedy', ' Romance']",7.4,73,15224,18750000.0,74,102
"Surfer, Dude",2008,R,['Comedy'],4.7,16,8280,36497.0,47,85
Hick,2011,R,"['Comedy', ' Drama']",5.6,28,18752,,56,99
The Prince & Me,2004,PG,"['Comedy', ' Family', ' Romance']",5.9,47,36971,28176497.0,59,111
Bait,2000,R,"['Action', ' Comedy', ' Crime']",5.8,39,10444,15325127.0,58,119
Sap ji sang ciu,2012,PG-13,"['Action', ' Adventure', ' Comedy']",6.1,29,20985,,61,122
I.Q.,1994,PG,"['Comedy', ' Romance']",6.2,66,23328,26372663.0,62,100
Pieces of April,2003,PG-13,"['Comedy', ' Drama']",7.0,70,19923,2528664.0,70,80
"One, Two, Three",1961,,['Comedy'],7.9,73,19049,,79,104
Transamerica,2005,R,"['Adventure', ' Comedy', ' Drama']",7.4,66,40046,9015303.0,74,103
Love Is Blind,2019,,"['Comedy', ' Drama']",5.1,25,525,,51,89
Sightseers,2012,,"['Adventure', ' Comedy', ' Crime']",6.5,69,26297,35722.0,65,88
The Climb,2019,R,"['Comedy', ' Drama']",6.9,82,607,,69,94
Wild Target,2010,PG-13,"['Action', ' Comedy', ' Crime']",6.8,41,35192,117190.0,68,98
Welcome to the Jungle,2013,,"['Action', ' Adventure', ' Comedy']",4.9,25,12189,,49,95
Tyler Perry's Boo 2! A Madea Halloween,2017,PG-13,"['Comedy', ' Drama', ' Horror']",3.8,17,3968,47319572.0,38,101
Pee-wee's Big Holiday,2016,,"['Comedy', ' Family']",6.1,63,7081,,61,90
Betonrausch,2020,,"['Comedy', ' Drama']",5.7,40,3423,,57,94
The Guilt Trip,2012,PG-13,"['Comedy', ' Drama']",5.7,50,35058,37134215.0,57,95
Who's That Girl,1987,,"['Comedy', ' Music', ' Romance']",4.8,27,9339,7305209.0,48,92
Doubles vies,2018,R,"['Comedy', ' Drama', ' Romance']",6.5,78,4008,704919.0,65,108
En duva satt på en gren och funderade på tillvaron,2014,PG-13,"['Comedy', ' Drama', ' Fantasy']",7.0,81,16115,222284.0,70,101
Гроза муравьев,2006,PG,"['Animation', ' Adventure', ' Comedy']",5.8,59,36452,28142535.0,58,88
Home for the Holidays,1995,PG-13,"['Comedy', ' Drama', ' Romance']",6.6,56,11557,17518220.0,66,103
Moms' Night Out,2014,PG,['Comedy'],5.4,25,13063,10429707.0,54,98
Rebound,2005,PG,"['Comedy', ' Family', ' Sport']",5.2,36,12268,16808336.0,52,86
Midnight Madness,1980,,['Comedy'],6.5,28,3121,,65,112
Chaos Theory,2008,PG-13,"['Comedy', ' Drama', ' Romance']",6.6,44,31354,237958.0,66,87
Wyrmwood,2014,,"['Action', ' Comedy', ' Horror']",6.2,54,15468,,62,98
Reno 911!: Miami,2007,R,"['Comedy', ' Crime']",5.9,47,26083,20342161.0,59,80
Keeping Mum,2005,R,"['Comedy', ' Crime']",6.8,53,32683,1618957.0,68,99
Mindhorn,2016,,['Comedy'],6.3,70,10752,,63,89
The Land of Steady Habits,2018,,"['Comedy', ' Drama']",6.2,71,5957,,62,98
The Perfect Man,2005,PG,"['Comedy', ' Family', ' Romance']",5.5,27,27968,16247775.0,55,100
Zatôichi,2003,R,"['Action', ' Comedy', ' Crime']",7.5,75,46641,853718.0,75,116
"Papa, sdokhni",2018,,"['Comedy', ' Drama', ' Thriller']",6.7,69,2471,,67,99
Crooklyn,1994,PG-13,"['Comedy', ' Drama']",7.0,65,9112,13640000.0,70,115
She Hate Me,2004,R,"['Comedy', ' Drama']",5.3,30,7305,365134.0,53,138
Les triplettes de Belleville,2003,PG-13,"['Animation', ' Comedy', ' Drama']",7.8,91,50009,7002255.0,78,80
Search Party,2014,R,"['Adventure', ' Comedy']",5.6,22,6889,,56,93
Saint Frances,2019,,"['Comedy', ' Drama']",6.9,83,1147,,69,106
Big Momma's House 2,2006,PG-13,"['Comedy', ' Crime']",4.7,34,40048,70165972.0,47,99
The Star,2017,PG,"['Animation', ' Adventure', ' Comedy']",6.2,42,6213,40852824.0,62,86
Gotcha!,1985,,"['Action', ' Comedy', ' Mystery']",6.2,38,6721,10806919.0,62,101
The Circus,1928,,"['Comedy', ' Romance']",8.1,90,27881,,81,72
My Science Project,1985,,"['Action', ' Adventure', ' Comedy']",6.1,38,5234,4122748.0,61,94
Sleeper,1973,,"['Comedy', ' Sci-Fi']",7.2,77,39319,2905334.0,72,89
More American Graffiti,1979,,"['Comedy', ' Drama', ' War']",5.3,44,4009,15014674.0,53,110
I vitelloni,1953,,"['Comedy', ' Drama']",7.9,87,15372,97944.0,79,109
Racing Stripes,2005,PG,"['Adventure', ' Comedy', ' Drama']",5.2,43,15764,49772522.0,52,102
Green Card,1990,,"['Comedy', ' Drama', ' Romance']",6.2,58,22173,29888235.0,62,107
Angel-A,2005,R,"['Comedy', ' Drama', ' Fantasy']",7.1,48,31615,202200.0,71,91
Made,2001,R,"['Comedy', ' Crime', ' Drama']",6.4,62,17055,5308707.0,64,95
Elvis & Nixon,2016,R,"['Comedy', ' History']",6.4,59,12869,1031598.0,64,86
Special Correspondents,2016,,['Comedy'],5.8,36,20161,,58,101
Lucky Grandma,2019,,"['Comedy', ' Drama']",6.5,70,556,,65,87
Feuchtgebiete,2013,,"['Comedy', ' Drama']",5.8,77,10899,59437.0,58,109
Critters 2,1988,,"['Comedy', ' Horror', ' Sci-Fi']",5.5,48,13580,3813293.0,55,86
Two for the Road,1967,,"['Comedy', ' Drama', ' Romance']",7.5,78,11971,7630000.0,75,111
Three Fugitives,1989,,"['Action', ' Comedy']",6.2,40,10525,40590000.0,62,96
Something to Talk About,1995,R,"['Comedy', ' Drama', ' Romance']",5.7,62,12498,50892160.0,57,106
The Cat from Outer Space,1978,,"['Comedy', ' Family', ' Sci-Fi']",6.1,58,4373,,61,104
Love & Sex,2000,,"['Comedy', ' Romance', ' Drama']",6.2,44,5180,546287.0,62,82
A Perfect Day,2015,R,"['Comedy', ' Drama', ' War']",6.8,60,20089,,68,106
Shock Treatment,1981,,"['Comedy', ' Musical']",5.8,36,4451,,58,94
The Madness of King George,1994,PG-13,"['Biography', ' Comedy', ' Drama']",7.2,89,15151,15238994.0,72,110
Metropolitan,1990,,"['Comedy', ' Drama', ' Romance']",7.4,77,9328,2938208.0,74,98
Police Academy 5: Assignment: Miami Beach,1988,,"['Comedy', ' Crime']",4.7,18,32187,4239831.0,47,90
Post Grad,2009,PG-13,"['Comedy', ' Romance']",5.3,35,13587,6373693.0,53,88
Superbabies: Baby Geniuses 2,2004,PG,"['Comedy', ' Family', ' Sci-Fi']",1.9,9,29580,9109322.0,19,88
Never Too Late,2020,,"['Comedy', ' Drama', ' Romance']",5.2,43,148,,52,95
Dr. Dolittle 2,2001,PG,"['Comedy', ' Family', ' Fantasy']",4.7,49,41268,112952899.0,47,87
Comet,2014,R,"['Comedy', ' Drama', ' Romance']",6.8,52,17312,,68,91
A Little Romance,1979,,"['Adventure', ' Comedy', ' Romance']",7.5,52,5204,,75,110
Journey to the West: Demon Chapter,2017,PG-13,"['Adventure', ' Comedy', ' Family']",5.4,59,2640,880346.0,54,109
Moving Violations,1985,,['Comedy'],5.8,24,3672,10600000.0,58,90
Show Dogs,2018,PG,"['Adventure', ' Comedy', ' Crime']",3.8,31,4081,17744685.0,38,92
Zorro: The Gay Blade,1981,,"['Action', ' Adventure', ' Comedy']",6.3,52,3980,11118000.0,63,93
Paper Man,2009,R,"['Comedy', ' Drama']",6.6,37,18130,15388.0,66,110
Malibu's Most Wanted,2003,PG-13,"['Comedy', ' Crime']",5.2,43,18367,34308901.0,52,86
Me and Orson Welles,2008,PG-13,"['Comedy', ' Drama']",6.7,73,10628,1186957.0,67,114
Spanking the Monkey,1994,,"['Comedy', ' Drama']",6.2,66,5901,1359736.0,62,100
Danny Collins,2015,R,"['Biography', ' Comedy', ' Drama']",7.0,58,29563,5348317.0,70,106
Mystery Train,1989,,"['Comedy', ' Crime', ' Drama']",7.6,80,25036,367879.0,76,110
Wadjda,2012,PG,"['Comedy', ' Drama']",7.5,81,18452,1347578.0,75,98
"The Goods: Live Hard, Sell Hard",2009,R,['Comedy'],5.8,39,20583,15102127.0,58,89
Prom,2011,PG,"['Comedy', ' Drama', ' Family']",5.4,50,14720,10130219.0,54,104
Smoke Signals,1998,PG-13,"['Comedy', ' Drama']",7.1,76,9566,6719300.0,71,89
The Doom Generation,1995,R,"['Comedy', ' Crime', ' Drama']",6.2,48,13630,259319.0,62,83
The Tale of Despereaux,2008,,"['Animation', ' Adventure', ' Comedy']",6.1,53,35438,50877145.0,61,93
Catfight,2016,,"['Comedy', ' Drama']",5.8,66,5231,,58,95
Screwed,2000,PG-13,"['Comedy', ' Crime']",5.8,7,8357,7027345.0,58,81
Two of a Kind,1983,,"['Comedy', ' Fantasy', ' Romance']",4.8,5,3817,23646952.0,48,88
City Island,2009,PG-13,"['Comedy', ' Drama']",7.4,66,30339,6670712.0,74,104
So Fine,1981,,['Comedy'],5.1,48,1001,,51,90
Staten Island Summer,2015,R,['Comedy'],5.6,41,6616,,56,108
Gung Ho,1986,,"['Comedy', ' Drama']",6.3,48,11474,36611610.0,63,112
Taking Woodstock,2009,R,"['Biography', ' Comedy', ' Drama']",6.7,55,28072,7443007.0,67,120
Mitt liv som hund,1985,,"['Drama', ' Comedy']",7.6,82,18045,8345266.0,76,101
The Death of Dick Long,2019,R,"['Comedy', ' Crime', ' Drama']",6.3,69,3560,,63,100
Juwanna Mann,2002,PG-13,"['Comedy', ' Drama', ' Romance']",4.6,24,6263,13571817.0,46,91
The Last Days of Disco,1998,R,"['Comedy', ' Drama', ' Music']",6.7,76,11917,2987297.0,67,113
Roll Bounce,2005,PG-13,"['Comedy', ' Drama', ' Music']",6.1,59,6584,17378977.0,61,112
Gemma Bovery,2014,R,"['Comedy', ' Drama', ' Romance']",6.4,58,5725,191512.0,64,99
Cactus Flower,1969,,"['Comedy', ' Romance']",7.2,67,9484,25889208.0,72,104
Life or Something Like It,2002,PG-13,"['Comedy', ' Romance']",5.8,31,22910,14448589.0,58,103
